,exp_no,a_type_id,a_type,img_no,seg_type,mask_type,target_segs,segs,use_stratification,epochs,num_samples,sig_factor,sigma,score_function,g_x,r2_score,cv_beta,heat_max,beta_max,threshold_lm,rc_y,IoU_lm_max,IoU_lm_mean,IoU_lm_std,IoU_sp_max,IoU_sp_mean,IoU_sp_std,threshold_sp,anomaly_score,anomaly_score_val,AM_roc_score,auroc,auroc_gs1,auroc_gs2,LIME_roc_abs
76,77,0,good,38,quickshift,blend_2,100,100,False,30000,5000,3,0.26525535334327005,lm_p_maxloss,16.864089884599927,0.9975985218746511,1.6470496472848752,1.5193678,1.5193678341315209,1.5193678,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.00228260166356146,0.20700161,17.023624,0.0,0.0,0.0,0.0,0.0
77,78,0,good,38,quickshift,blend_3,100,100,False,30000,5000,3,0.284140292486389,lm_p_maxloss,16.87559480105832,0.9979051718758043,1.7605953164588446,1.6136171,1.6136170935714567,1.6136171,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.00228260166356146,0.20700161,17.023624,0.0,0.0,0.0,0.0,0.0
78,79,0,good,39,quickshift,blend_2,100,100,False,30000,5000,3,0.24441695354099074,lm_p_maxloss,22.774209117846553,0.9855406548224023,1.3077859853820275,1.0078584,1.0078584255102656,1.0078584,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.003246473012647281,0.37651545,22.768192,0.0,0.0,0.0,0.0,0.0
79,80,0,good,39,quickshift,blend_3,100,100,False,30000,5000,3,0.2605928739481386,lm_p_maxloss,22.735488845731957,0.9854373332014555,1.398768226751804,1.081703,1.0817029235065094,1.081703,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.003246473012647281,0.37651545,22.768192,0.0,0.0,0.0,0.0,0.0
80,81,1,crack,0,quickshift,blend_2,100,100,False,30000,5000,3,2.2177176268181533,lm_p_maxloss,117.1536815280603,0.9779156230597683,2.027590404229654,14.333095,14.333095072471622,2.2722604,59.67329158286856,0.7696038803556993,0.20313780731242692,0.17189186297166026,0.6471088435374149,0.2795011517027948,0.17759521067659748,0.011285009270068258,0.55211693,122.3508,0.9493505629172636,0.976543825302968,0.9825482782030097,0.983548775133181,0.9769490328206194
81,82,1,crack,0,quickshift,blend_3,100,100,False,30000,5000,3,2.485523696033352,lm_p_maxloss,117.03206020428463,0.9779876706281222,2.285891371500609,12.81402,12.814019851733818,4.2602186,66.55026079681146,0.8876080691642652,0.19535115149265386,0.19705141579644445,0.6471088435374149,0.2795011517027948,0.17759521067659748,0.011285009270068258,0.55211693,122.3508,0.9493505629172636,0.9740523813360867,0.9885552041711831,0.9903522168676645,0.9726774806735987
82,83,1,crack,1,quickshift,blend_2,100,100,False,30000,5000,3,1.620186688911929,lm_p_maxloss,83.28764964944463,0.9911496402777531,2.009728177413893,11.299523,11.29952323640048,1.9799078,45.225349532298125,0.4380165289256198,0.1656832883027287,0.0969241984368492,0.5462001093493712,0.25990226137976336,0.14732152333306783,0.004256083038247501,0.5224955,83.29454,0.9152695432503877,0.9433653398176464,0.9635910832646563,0.9681296746875324,0.9433653398176463
83,84,1,crack,1,quickshift,blend_3,100,100,False,30000,5000,3,1.5510801886904042,lm_p_maxloss,83.61049560415074,0.9913588010537376,1.9127313177708982,9.790159,9.790159488253705,2.8375757,42.82848068878238,0.6331168831168831,0.1786790862871911,0.132869298606656,0.5462001093493712,0.25990226137976336,0.14732152333306783,0.004256083038247501,0.5224955,83.29454,0.9152695432503877,0.9657191886961238,0.9767078803923995,0.9807195710733632,0.9657191886961238
84,85,1,crack,2,quickshift,blend_2,100,100,False,30000,5000,3,0.8321610068384497,lm_p_maxloss,46.51941472103268,0.9850540074844818,2.080751400437681,5.650119,5.650118780719839,0.98284286,21.652500333093467,0.04564860426929392,0.024533179575860885,0.009776620916383167,0.06135770234986945,0.03238334492022891,0.014473234345487382,0.002648100460646674,0.36134169,46.99317,0.9195738138828008,0.8192427588993549,0.8301787532333689,0.8267674709748742,0.8188443692561237
85,86,1,crack,2,quickshift,blend_3,100,100,False,30000,5000,3,0.7366307258602799,lm_p_maxloss,46.54506891440937,0.982381868667316,1.830126031817889,4.6705513,4.670551074780545,1.4366883,20.995796639796048,0.05805515239477504,0.022151199973756253,0.010139288542528128,0.06135770234986945,0.03238334492022891,0.014473234345487382,0.002648100460646674,0.36134169,46.99317,0.9195738138828008,0.7845449788717288,0.7892172608271749,0.7785819031220808,0.7840543694036755
86,87,1,crack,3,quickshift,blend_2,100,100,False,30000,5000,3,0.4563657722841429,lm_p_maxloss,28.21636514462329,0.9716233123676516,2.0314158772128192,2.7382596,2.738259507127167,0.6050518,13.039726345569838,0.09835045129162777,0.0397693107544061,0.020477013328299532,0.23112767940354148,0.09133314744547326,0.06213164802037279,0.0020363271857301393,0.34207755,29.363731,0.8824556735703508,0.8147794989301217,0.8459674398108121,0.8603356359443827,0.8298298861591449
87,88,1,crack,3,quickshift,blend_3,100,100,False,30000,5000,3,0.45422861254600216,lm_p_maxloss,28.24119631905874,0.9794483338817981,2.0103524666917925,2.6941457,2.6941456229393106,2.1242058,13.204883486936936,0.19168591224018475,0.049916790237062234,0.03647853785330687,0.23112767940354148,0.09133314744547326,0.06213164802037279,0.0020363271857301393,0.34207755,29.363731,0.8824556735703508,0.894621011382011,0.9059112221472493,0.9010477148240679,0.8925428007488543
88,89,1,crack,4,quickshift,blend_2,100,100,False,30000,5000,3,1.3557420337611332,lm_p_maxloss,54.070725777074585,0.9875344412498978,2.7944828156450474,10.205953,10.205952261399538,4.365958,31.870897156142657,0.78125,0.08141146473936076,0.0988424903198309,0.6894409937888198,0.16323417384442518,0.15729708437074405,0.004767218362151955,0.4833442,55.011074,0.9369972916218446,0.931962504033993,0.9847439422870052,0.9892396035032989,0.93508352606856
89,90,1,crack,4,quickshift,blend_3,100,100,False,30000,5000,3,1.3956419316449848,lm_p_maxloss,53.958902907232115,0.9870867191881301,2.880684985714558,11.833926,11.833926237999918,4.247669,31.193279387528253,0.8125,0.08566325383988987,0.10466701817512494,0.6894409937888198,0.16323417384442518,0.15729708437074405,0.004767218362151955,0.4833442,55.011074,0.9369972916218446,0.9713924055597389,0.9867773269416954,0.9879715569868761,0.9713924055597388
90,91,1,crack,5,quickshift,blend_2,100,100,False,30000,5000,3,0.8423836568737307,lm_p_maxloss,37.39604547009818,0.9753637268784359,2.5124231449224426,5.9254494,5.925449490196212,4.7711096,21.93640516312436,0.07247899159663866,0.033170382944457094,0.015104154752095906,0.177007299270073,0.06505466365798783,0.038759127745694094,0.004104104453290347,0.44148898,38.476196,0.8898988451565945,0.858268797127827,0.871388841955627,0.8638745296871297,0.8579437100280103
91,92,1,crack,5,quickshift,blend_3,100,100,False,30000,5000,3,0.8443069775845472,lm_p_maxloss,37.57102607308198,0.9772785231647475,2.482047720501422,5.4116516,5.411651537937633,5.4116516,22.618174817379668,0.2988505747126437,0.03842625421878921,0.03385929101274519,0.177007299270073,0.06505466365798783,0.038759127745694094,0.004104104453290347,0.44148898,38.476196,0.8898988451565945,0.8913610241954629,0.9004651264477128,0.8840085425665674,0.8913610241954629
92,93,1,crack,6,quickshift,blend_2,100,100,False,30000,5000,3,0.8209406657937035,lm_p_maxloss,46.66572168190032,0.9871074505658406,1.9248566612183946,6.606393,6.606393082519434,1.881952,21.238118862902937,0.40344827586206894,0.10891768994892928,0.07476050499165506,0.515695067264574,0.1933711826904031,0.1418997199126809,0.0031501031674755118,0.5305159,47.373714,0.930145121581691,0.914210606458348,0.9428249664602891,0.9564705945288716,0.9148594293491863
93,94,1,crack,6,quickshift,blend_3,100,100,False,30000,5000,3,0.9566652195355657,lm_p_maxloss,46.79707725775263,0.9901396709785035,2.2559168968194028,6.546191,6.546191204974789,2.6463974,24.817995994877343,0.7387387387387387,0.12542585390276195,0.1277938585623007,0.515695067264574,0.1933711826904031,0.1418997199126809,0.0031501031674755118,0.5305159,47.373714,0.930145121581691,0.9702674426557871,0.9779731697596565,0.9773665700310311,0.9669071667417513
94,95,1,crack,7,quickshift,blend_2,100,100,False,30000,5000,3,3.4797550577983367,lm_p_maxloss,194.09617234835775,0.9809295849764363,1.872482794750713,16.745022,16.745021444286184,1.6407478,98.30660040487876,0.7190325497287523,0.4017267544324215,0.15998967793114624,0.6173378297956754,0.37786491705521236,0.1718330278226517,0.0036124444644277296,0.6020211,190.57991,0.9346511527935001,0.9395527749684964,0.9697456512077762,0.9767713214390584,0.9392265206387242
95,96,1,crack,7,quickshift,blend_3,100,100,False,30000,5000,3,3.599503182056491,lm_p_maxloss,193.38918509552906,0.981211049879767,1.9471430376149732,16.128107,16.128107696245188,1.4188257,99.14979549361672,0.6517381104713158,0.40146764979280003,0.150438361913559,0.6173378297956754,0.37786491705521236,0.1718330278226517,0.0036124444644277296,0.6020211,190.57991,0.9346511527935001,0.945620223039129,0.9620957454075023,0.969111477219075,0.9445694921829509
96,97,1,crack,8,quickshift,blend_2,100,100,False,30000,5000,3,4.798482441454035,lm_p_maxloss,200.61714113442443,0.9849652677762528,2.451209232925803,30.039234,30.03923501535679,1.529198,116.64565196468952,0.7535263548626577,0.3663827877599695,0.20243440482296696,0.7927893738140418,0.42029514116041544,0.2351265242096058,0.009679731098003685,0.67732847,204.67212,0.9818621484644164,0.983626080471437,0.9926105450643714,0.995616718903798,0.9834712453044788
97,98,1,crack,8,quickshift,blend_3,100,100,False,30000,5000,3,5.064335671724035,lm_p_maxloss,199.53119652468055,0.9854569932044202,2.610971417158012,29.64401,29.64401061491006,1.8152494,122.9731116656117,0.8436565570269116,0.36040702322514856,0.2148095981679307,0.7927893738140418,0.42029514116041544,0.2351265242096058,0.009679731098003685,0.67732847,204.67212,0.9818621484644164,0.9891740464927807,0.9958771615001691,0.9986458347265713,0.9890663337261644
98,99,1,crack,9,quickshift,blend_2,100,100,False,30000,5000,3,5.254585862268113,lm_p_maxloss,242.8681402042644,0.9717194828935231,2.2740843885831272,40.10852,40.10852116907194,1.7866325,127.94526647942362,0.6378111684234133,0.41062219288515217,0.15483154220474793,0.7328934967012253,0.39500130998066585,0.19715949639221708,0.002740164869464934,0.77863157,255.12183,0.9571212052203855,0.9054354069150229,0.9447073276524803,0.9607035030568949,0.9486882246452676
99,100,1,crack,9,quickshift,blend_3,100,100,False,30000,5000,3,5.775604758214428,lm_p_maxloss,243.87077564504483,0.9770460475114389,2.4888483062803983,45.555824,45.55582447282365,0.5303851,136.92299835967646,0.6953810173455467,0.4040953010262757,0.1548527799617324,0.7328934967012253,0.39500130998066585,0.19715949639221708,0.002740164869464934,0.77863157,255.12183,0.9571212052203855,0.9279599884699692,0.9526999743539347,0.9622203195701486,0.948620038920477
100,101,1,crack,10,quickshift,blend_2,100,100,False,30000,5000,3,3.483598166733769,lm_p_maxloss,233.40272699075365,0.9821986750336491,1.553731599958431,15.433609,15.433608762761938,0.9774493,101.26776239905311,0.818129218900675,0.43273460796608654,0.19291467153558492,0.686633135192806,0.38345642482177356,0.19068292166200898,0.0025950867178228996,0.60777354,234.82985,0.9575671964591574,0.9708432262812752,0.9839252446949008,0.9848475034427049,0.969385429450238
101,102,1,crack,10,quickshift,blend_3,100,100,False,30000,5000,3,3.5849537755012575,lm_p_maxloss,233.06232429300195,0.9814748670443777,1.5956922250101944,18.437737,18.437736282007048,0.8854939,104.33278909954048,0.8804907004352988,0.46315344651192936,0.19462000214187383,0.686633135192806,0.38345642482177356,0.19068292166200898,0.0025950867178228996,0.60777354,234.82985,0.9575671964591574,0.9905188608592108,0.9921524296638653,0.9911668305022431,0.9904470750568835
102,103,1,crack,11,quickshift,blend_2,100,100,False,30000,5000,3,4.26199169974854,lm_p_maxloss,153.4122811320541,0.9725455364928544,2.917784477998316,32.930866,32.930865052819165,3.6932871,98.04866038465562,0.45424053665548636,0.19290598862048752,0.103770154975357,0.5990836197021764,0.2948665257131745,0.16725958567391427,0.008631397775995234,0.57702756,160.44421,0.958356709581423,0.9301535074792767,0.9568006935298616,0.9596593148234851,0.9325806725286052
103,104,1,crack,11,quickshift,blend_3,100,100,False,30000,5000,3,4.966449484158579,lm_p_maxloss,153.24983523526697,0.9777556395057746,3.3803984636496036,39.483402,39.48340346082661,3.8180327,110.41271525038222,0.6758747697974218,0.21556066821846476,0.13805360831891064,0.5990836197021764,0.2948665257131745,0.16725958567391427,0.008631397775995234,0.57702756,160.44421,0.958356709581423,0.9592858562348638,0.977111083088852,0.9803736354235788,0.9528451165763406
104,105,1,crack,12,quickshift,blend_2,100,100,False,30000,5000,3,0.8011736297019438,lm_p_maxloss,35.18193877257845,0.9937134560258987,2.532131185807725,6.4488454,6.448845161298287,6.4488454,19.60534758696889,0.11695906432748537,0.04055819096743563,0.027329101037910343,0.21746575342465754,0.07536678255177735,0.0513117438871185,0.0043568308028625324,0.5450603,35.780334,0.9182439927327155,0.9138077226337042,0.9228380524375664,0.9206148464216548,0.9132046314197549
105,106,1,crack,12,quickshift,blend_3,100,100,False,30000,5000,3,0.695403768912908,lm_p_maxloss,35.332901604960455,0.9886809508109023,2.187788458154226,4.594699,4.594698790541921,4.594699,18.71700378242962,0.29277566539923955,0.040162049542720756,0.041294894582852334,0.21746575342465754,0.07536678255177735,0.0513117438871185,0.0043568308028625324,0.5450603,35.780334,0.9182439927327155,0.865814445555864,0.9246303442384269,0.9264224001803849,0.8618371568813132
106,107,1,crack,13,quickshift,blend_2,100,100,False,30000,5000,3,0.7015340305555261,lm_p_maxloss,43.14430461843054,0.9811191952435052,1.7784750119250479,4.541873,4.541872785078166,4.541873,19.376681171129043,0.21393034825870647,0.04119908606080059,0.03323257172827641,0.2130637636080871,0.08725258051214159,0.05811440935906606,0.004839817750810956,0.44432908,45.434242,0.932480653323109,0.8991486165597923,0.9195367170106281,0.9193153739863601,0.8991486165597922
107,108,1,crack,13,quickshift,blend_3,100,100,False,30000,5000,3,0.7398719980982508,lm_p_maxloss,43.140203875756086,0.9811152256514,1.884943318332807,4.814905,4.814905173482829,4.814905,20.190003447462495,0.5223880597014925,0.04492930285853557,0.06083454230232635,0.2130637636080871,0.08725258051214159,0.05811440935906606,0.004839817750810956,0.44432908,45.434242,0.932480653323109,0.8779105681569812,0.9234843096505558,0.9174404411301645,0.8783060220120544
108,109,1,crack,14,quickshift,blend_2,100,100,False,30000,5000,3,0.6510478652914806,lm_p_maxloss,36.42970815426172,0.9889926601771968,2.022727530737463,4.4942074,4.494207576959194,4.4942074,18.676592319994704,0.7430939226519337,0.05916289597176561,0.08093890860812386,0.37575757575757573,0.10160189828896132,0.07769050588203381,0.002971272285018737,0.33881152,37.142513,0.8775148016969373,0.9471505036994085,0.9728840276866547,0.9745265764950418,0.9471505036994086
109,110,1,crack,14,quickshift,blend_3,100,100,False,30000,5000,3,0.6981287248815166,lm_p_maxloss,36.67008244154404,0.9915868357056057,2.1423412124869583,5.212398,5.212398093949597,5.212398,19.396681641410137,0.8559556786703602,0.06308355797846626,0.09540602204444901,0.37575757575757573,0.10160189828896132,0.07769050588203381,0.002971272285018737,0.33881152,37.142513,0.8775148016969373,0.9625213271158167,0.9750130655327012,0.9800721020319992,0.9625213271158167
110,111,1,crack,15,quickshift,blend_2,100,100,False,30000,5000,3,1.800538423816545,lm_p_maxloss,78.42989792844315,0.991967735938909,2.530344089237267,14.565709,14.565709500735602,4.7378125,42.23041546763904,0.459045904590459,0.13825115583479167,0.09870951701132112,0.7426326129666012,0.2692902984874741,0.19913874990218158,0.006583962211152539,0.4794516,82.90131,0.9539782821962959,0.9352481161675383,0.9583345208130177,0.9645784848660242,0.9349863319864131
111,112,1,crack,15,quickshift,blend_3,100,100,False,30000,5000,3,1.7376500288562076,lm_p_maxloss,78.95309685635101,0.9919455439269916,2.4224587629774734,12.412736,12.412736408052904,3.9635966,43.41232965467375,0.7596810933940774,0.16116026130527186,0.1501165624020027,0.7426326129666012,0.2692902984874741,0.19913874990218158,0.006583962211152539,0.4794516,82.90131,0.9539782821962959,0.9510686876444624,0.9739192000627577,0.9770117644224426,0.9509981733869202
112,113,1,crack,16,quickshift,blend_2,100,100,False,30000,5000,3,0.7187937553074384,lm_p_maxloss,47.145692473605564,0.9927987190718919,1.6792467231178587,3.8745236,3.8745235818537433,1.6973573,20.443408552111876,0.2770012706480305,0.07128290107876975,0.05013597469797921,0.2796674225245654,0.13280620244745142,0.07985993066339805,0.0031558867728260034,0.4432546,46.806175,0.9502764957584302,0.8908630866597634,0.9279724562541787,0.9352266231959638,0.8908630866597633
113,114,1,crack,16,quickshift,blend_3,100,100,False,30000,5000,3,0.7503109300940156,lm_p_maxloss,47.28667525356239,0.9930825600936295,1.7483353645973556,4.4300313,4.430031175145242,2.0429654,20.533212171017464,0.7127882599580713,0.10703994120351172,0.12282677921969745,0.2796674225245654,0.13280620244745142,0.07985993066339805,0.0031558867728260034,0.4432546,46.806175,0.9502764957584302,0.9865464079142404,0.979607622344711,0.9719295422462771,0.9865464079142404
114,115,1,crack,17,quickshift,blend_2,100,100,False,30000,5000,3,2.1358663986038753,lm_p_maxloss,116.566249244863,0.96987333980662,1.9071156001150475,12.661604,12.66160360576712,1.0517662,59.07534497971925,0.7236421725239617,0.3701084599012001,0.1745952635858914,0.7236206458174421,0.3937465644578357,0.18583617783533768,0.0021478907826046147,0.5587082,119.48002,0.9444852932183698,0.9710170289050456,0.9791777333629432,0.98132411564593,0.9709170247210395
115,116,1,crack,17,quickshift,blend_3,100,100,False,30000,5000,3,2.1266949475529042,lm_p_maxloss,115.99994331766499,0.9721452364087226,1.914912427068518,12.725279,12.725278683093432,2.2562652,58.57696323767533,0.7916521739130434,0.37104966926967925,0.1888289133645009,0.7236206458174421,0.3937465644578357,0.18583617783533768,0.0021478907826046147,0.5587082,119.48002,0.9444852932183698,0.9832329751180372,0.9879630906287917,0.9895807432726007,0.9832329751180372
116,117,2,cut,0,quickshift,blend_2,100,100,False,30000,5000,3,0.5304640837378644,lm_p_maxloss,38.551785397607574,0.9851830777980364,1.5768423305993176,2.8641922,2.864192176304259,2.8641922,15.686462386190966,0.22,0.013922531412481122,0.02425833097907644,0.3333333333333333,0.03474933337457237,0.056540323893692006,0.004207173391478136,0.324412,39.790466,0.9351277345946959,0.9497141924923929,0.9681037559667162,0.9590838296583649,0.949714192492393
117,118,2,cut,0,quickshift,blend_3,100,100,False,30000,5000,3,0.5125556606615114,lm_p_maxloss,38.42962166515446,0.9841853000791184,1.5300858197651888,2.4093993,2.4093992777845465,2.1349535,15.383467982349675,0.18579234972677597,0.014193874389369612,0.02265004025500929,0.3333333333333333,0.03474933337457237,0.056540323893692006,0.004207173391478136,0.324412,39.790466,0.9351277345946959,0.9817357195391028,0.9558444976421556,0.93656713727413,0.9817357195391028
118,119,2,cut,1,quickshift,blend_2,100,100,False,30000,5000,3,0.8105677382973493,lm_p_maxloss,44.09559438836148,0.9914416505631432,1.9625847201641813,5.4200735,5.420073438719765,0.77283806,21.92222793010376,0.048559339109409634,0.027085417791886172,0.011435947130075622,0.14940239043824702,0.050547555378326746,0.02756523825652246,0.0035999202324698367,0.42812923,44.420437,0.9204258802757007,0.7992883095487932,0.8013281735755515,0.8012637530071979,0.7992883095487932
119,120,2,cut,1,quickshift,blend_3,100,100,False,30000,5000,3,0.7997790135484593,lm_p_maxloss,43.78010956432914,0.9938724706916904,1.9543284838297772,3.6023157,3.6023155585571898,0.85793096,23.36010065327848,0.057298098295875524,0.025601700685823285,0.01328436678142328,0.14940239043824702,0.050547555378326746,0.02756523825652246,0.0035999202324698367,0.42812923,44.420437,0.9204258802757007,0.7805391494892558,0.775477430000538,0.7761698907914537,0.7805391494892558
120,121,2,cut,2,quickshift,blend_2,100,100,False,30000,5000,3,0.7609052461582646,lm_p_maxloss,36.52111166326348,0.9924935736335179,2.5043200118329105,5.740936,5.740935790956761,3.686348,18.646419765433528,0.05172413793103448,0.01577022339419043,0.009962769544233684,0.1360544217687075,0.0325932670895631,0.02608612909594651,0.006475726520875469,0.43900156,37.414146,0.9522524021388921,0.9126404415653961,0.9107083544282663,0.9029466117810802,0.9126404415653961
121,122,2,cut,2,quickshift,blend_3,100,100,False,30000,5000,3,0.6825964674175916,lm_p_maxloss,36.47391452690262,0.9927136418841627,2.2534380608613085,4.306546,4.306546137065022,3.4780238,17.64163279295372,0.17224080267558528,0.0183933131454055,0.021326143662651825,0.1360544217687075,0.0325932670895631,0.02608612909594651,0.006475726520875469,0.43900156,37.414146,0.9522524021388921,0.9695964621337756,0.9550437909934923,0.9301771139508022,0.9695964621337756
122,123,2,cut,3,quickshift,blend_2,100,100,False,30000,5000,3,0.5455914175848322,lm_p_maxloss,31.117332166384273,0.9802351646905282,2.083676875213234,4.2087355,4.208735429043398,0.9003017,14.303616492061359,0.03610315186246418,0.011980728580686066,0.007627814393251601,0.04084442404772832,0.018208020495468717,0.011175667692023945,0.0010591916701135535,0.3543485,31.85244,0.9260793507616435,0.8779312199105456,0.8755831082739994,0.8726562249810523,0.8779312199105456
123,124,2,cut,3,quickshift,blend_3,100,100,False,30000,5000,3,0.5545185737641627,lm_p_maxloss,31.208497277696814,0.9836545841939192,2.1058494528155447,4.494935,4.49493496694914,0.3410543,14.110683319945897,0.027895694360218316,0.010230727679200443,0.006641383750134375,0.04084442404772832,0.018208020495468717,0.011175667692023945,0.0010591916701135535,0.3543485,31.85244,0.9260793507616435,0.8230486555151101,0.813125140106107,0.8100441400954322,0.8230486555151101
